Unique_ID,Arm.Name,Randomized,KM_Curves,Rand_Group,N_Patient,OS,OS_Comp,OS_pval,OS_events,OS_KM,OS_Note,TTP,TTP_Comp,TTP_pval,TTP_KM,TTP_events,TTP_Note,PFS,PFS_Comp,PFS_pval,PFS_KM,PFS_events,PFS_Note
LOPEZ1283_T1,FAC + HD-MPA i.m.,Yes,,,39,30,,,,LOPEZ1283_OS_im.xml,,,,,,,,,,,,,
LOPEZ1283_T2,FAC + HD-MPA p.o.,Yes,,,37,22,,,,LOPEZ1283_OS_po.xml,,,,,,,,,,,,,
LOPEZ1289_T1,Doxorubicin,Yes,Yes,,37,20,,0.09,,LOPEZ1289_OS_D.xml,,4,,,LOPEZ1289_TTP_D.xml,,,,,,,,
LOPEZ1289_T2,Idarubicin,Yes,Yes,,34,14,,,,LOPEZ1289_OS_I.xml,,3,,,LOPEZ1289_TTP_I.xml,,,,,,,,
LORTH0112_T1,Arm A (standard schedule),Yes,,,66,22.1,,,33.66,,Events in 51% of patients,,,,,,,9.3,,,LORTH0112_PFS_A.xml,,
LORTH0112_T2,Arm B (weekday schedule),Yes,,,64,26.7,,0.31,32.64,,Events in 51% of patients,,,,,,,12,,,LORTH0112_PFS_B.xml,,
LORUS1114_T1,Arm A,Yes,,,117,30.57,,0.107,,,,9.57,,,,,,,,,,,
LORUS1114_T2,Arm B,Yes,,,116,28.47,,,,,,7.93,,,,,,,,,,,
LUCK0115_T1,TBX,Yes,,,111,21.6,"HR 1.10 [0.729, 1.65] p=0.653",,,,,,,,,,,9.9,,,,,
LUCK0115_T2,TB,Yes,,,116,18.9,,,,,,,,,,,,11.3,,,,,
LUCK0613_T1,Capecitabine + paclitaxel (XP),Yes,,,170,22,"HR 1.027 [0.740, 1.424]",,,,,,,,,,,10.4,,,,,
LUCK0613_T2,Epirubicin + paclitaxel (EP),Yes,,,170,26.1,,,,,,,,,,,,9.2,,,,,
LUNDG1189_T1,AG,Yes,,,76,22.4,,0.2,,LUNDG1189_OS_AG.xml,,,,,,,,,,,,,
LUNDG1189_T2,MA,Yes,,,74,16.3,,,,LUNDG1189_OS_MA.xml,,,,,,,,,,,,,
LYMAN0504_T1,AT,Yes,,,45,14,,,44,LYMAN0504_OS_AT.xml,,,,,,,,,,,,,
LYMAN0504_T2,AC,Yes,,,46,27,,,33,LYMAN0504_OS_AC.xml,,,,,,,,,,,,,
MACKE0115_T1,RAM Plus DOC,Yes,,,759,27.3,"HR 1.01 [0.83, 1.23] p=0.915",,,,,9.7,,,,,,,,,,,
MACKE0115_T2,PBO Plus DOC,Yes,,,385,27.2,,,,,,8.2,,,,,,,,,,,
MANN0985_T1,PALA,Yes,,,20,,,,,,,,,,,,,,,,,,
MANN0985_T2,PALA + 5-FU,Yes,,,29,,,,,,,,,,,,,,,,,,
MANN0985_T3,5-FU,Yes,,,14,,,,,,,,,,,,,,,,,,
MARSC0589_T1,CFP,Yes,,,166,15.2,,,,MARSC0589_OS_CMFP.xml,,4.7,,,,,,,,,,,
MARSC0589_T2,CMFP,Yes,,,170,14.9,"HR 1.02 [0.79, 1.32] p=0.88",,,MARSC0589_OS_CFP.xml,,6.2,,,,,,,,,,,
MARTI0215_T1,"Arm A, Cint",Yes,,,95,27.3,"HR 1.0 [0.7, 1.4] p=0.9",,,,,,,,MARTI0215_TTP_A.xml,,,8.7,,,,,
MARTI0215_T2,"Arm B, Ccont",Yes,,,97,23.3,,,,,,,,,MARTI0215_TTP_B.xml,,,6.8,,,,,
MARTI0217_T1,Buparlisib + paclitaxel,Yes,,,207,,,,,,,,,,,,,8,"HR 1.18 [0.82, 1.68]",,MARTI0217_PFS_BP.xml,,
MARTI0217_T2,Placebo + paclitaxel,Yes,,,209,,,,,,,,,,,,,9.2,,,MARTI0217_PFS_PP.xml,,
MARTI0307_T1,Gemcitabine plus vinorelbine,Yes,,,125,15.9,,,,,,,,,,,,6,,,MARTI0307_PFS_GV.xml,,
MARTI0307_T2,Vinorelbine,Yes,,,126,16.4,,,,,,,,,,,,4,,,MARTI0307_PFS_V.xml,,
MARTI0315_T1,ET,Yes,,,184,51.8,"HR 0.87 [0.58, 1.32] p=0.518",,,,,,,,,,,14.4,,,,,
MARTI0315_T2,ET-B,Yes,,,190,52.1,,,,,,,,,,,,19.3,,,,,
MARTI0411_T1,Motesanib,Yes,,,91,,,,,,,,,,,,,9.5,,,MARTI0411_PFS_M.xml,,
MARTI0411_T2,Placebo,Yes,,,94,,,,,,,,,,,,,9,,,MARTI0411_PFS_P.xml,,
MARTI0411_T3,Bevacizumab,Yes,,,97,,,,,,,,,,,,,11.5,,,MARTI0411_PFS_B.xml,,
MARTI1213_T1,Neratinib,Yes,,,117,19.74,"HR 1.25 [0.83, 1.86] p=0.280",,,,,,,,,,,4.53,,,,,
MARTI1213_T2,Lapatinib plus capecitabine,Yes,,,116,23.62,,,,,,,,,,,,6.83,,,,,
MARTO0590_T1,IDA,Yes,,,41,9.59,,,24,MARTO0590_OS_IDA.xml,,,,,,,,,,,,,
MARTO0590_T2,ADRIA,Yes,,,22,12.01,,0.452,11,MARTO0590_OS_AD.xml,,,,,,,,,,,,,
MARTY0705_T1,Trastuzumab + Docetaxel,Yes,,,92,31.2,,0.0325,,MARTY0705_OS_TD.xml,,11.7,,,,,,,,,,,
MARTY0705_T2,Docetaxel Alone,Yes,,,94,22.7,,,,MARTY0705_OS_D.xml,,6.1,,,,,,,,,,,
MATEL0485_T1,Estrogen,Yes,,,24,,,,,,,,,,,,,,,,,,
MATEL0485_T2,Tamoxifen,Yes,,,19,,,,,,,,,,,,,,,,,,
MATTS1079_T1,VAC,Yes,,,31,23,,,,MATTS1079_OS_VAC.xml,,,,,,,,,,,,,
MATTS1079_T2,VACM,Yes,,,33,,,,,MATTS1079_OS_VACM.xml,,,,,,,,,,,,,
MAVRO0110_T1,DE,Yes,Yes,,136,37.6,,0.744,63,MAVRO0110_OS_DE.xml,,10.6,,,MAVRO0110_TTP_DE.xml,,,,,,,,
MAVRO0110_T2,DC,Yes,Yes,,136,35.7,,,65,MAVRO0110_OS_DC.xml,,11,,,MAVRO0110_TTP_DC.xml,,,,,,,,
MAYER1210_T1,PB,Yes,,,23,,,,,,,,,,,,,,,,MAYER1210_PFS_PB.xml,,
MAYER1210_T2,PBS,Yes,,,23,,,,,,,,,,,,,,,,MAYER1210_PFS_PBS.xml,,
MEHTA0812_T1,Anastrozole alone,Yes,Yes,,345,41.3,,,,MEHTA0812_OS_A.xml,,,,,,,,13.5,,,MEHTA0812_PFS_A.xml,,
MEHTA0812_T2,Anastrozole and Fulvestrant,Yes,Yes,,349,47.7,"HR 0.81 [0.65, 1.00] p=0.049",,,MEHTA0812_OS_AF.xml,,,,,,,,15,,,MEHTA0812_PFS_AF.xml,,
MILES0117_T1,Placebo-paclitaxel,Yes,Yes,,242,25.8,,,,MILES0117_OS_P.xml,,,,,,,,8.8,,,MILES0117_PFS_P.xml,,
MILES0117_T2,Bevacizumab + paclitaxel,Yes,Yes,,239,,"HR 0.81 [0.61, 1.08] p=0.1563",,,MILES0117_OS_BP.xml,,,,,,,,11,"HR 0.68 [0.51, 0.91] p=0.0007",,MILES0117_PFS_BP.xml,,
MILES0710_T1,Placebo + Docetaxel,Yes,,,241,31.9,,,,,,,,,,,,8.2,,,MILES0710_PFS_P.xml,,
MILES0710_T2,7.5 mg/kg + Docetaxel,Yes,,,248,30.8,"HR 1.05 [0.81, 1.36] p=0.72",,,,,,,,,,,9,,,MILES0710_PFS_7.5.xml,,
MILES0710_T3,15 mg/kg + Docetaxel,Yes,,,247,30.2,"HR 1.03 [0.80, 1.33] p=0.85",,,,"Fixed a likely typo --- the CI was reported with a lower bound of 0.7, but in fact it is symmetric if that is instead 0.8",,,,,,,10,,,MILES0710_PFS_15.xml,,
MILLA0101_T1,Toremifene,Yes,,,106,15.4,"HR 0.97 [0.74, 1.29]",,,MILLA0101_OS_TOR.xml,,11.9,,,,,,,,,,,
MILLA0101_T2,Tamoxifen,Yes,,,111,12.3,,,,MILLA0101_TAM_OS.xml,,9.2,,,,,,,,,,,
MILLA0603_T1,Anastrozole,Yes,,,121,17.4,"HR 0.64 [0.47, 0.86] p=0.003",,,MILLA0603_OS_ANA.xml,,,,,,,,,,,,,
MILLA0603_T2,Tamoxifen,Yes,,,117,16,,,,MILLA0603_TAM_OS.xml,,,,,,,,,,,,,
MILLE0896_T1,0.6 mg tid,Yes,,,18,,,,,,,,,,,,,,,,,,
MILLE0896_T2,1 mg bid,Yes,,,19,,,,,,,,,,,,,,,,,,
MILLE0896_T3,2 mg bid,Yes,,,19,,,,,,,,,,,,,,,,,,
MILLN1207_T1,Paclitaxel plus Bevacizumab,Yes,Yes,,347,26.7,"HR 0.88 [0.736, 1.052] p=0.16",,,MILLN1207_OS_PB.xml,Computed HR CI from HR and p-value,,,,,,,11.8,,,MILLN1207_PFS_PB.xml,,
MILLN1207_T2,Paclitaxel,Yes,Yes,,326,25.2,,,,MILLN1207_OS_P.xml,,,,,,,,5.9,,,MILLN1207_PFS_P.xml,,
MILLO0205_T1,Capecitabine,Yes,Yes,,230,14.5,,,87.4,MILLO0205_OS_CAP.xml,38% of patients had died,,,,,,,4.17,,,MILLO0205_PFS_CAP.xml,,
MILLO0205_T2,Capecitabine + Bevacizumab,Yes,Yes,,232,15.1,,,88.16,MILLO0205_OS_CAPBV.xml,38% of patients had died,,,,,,,4.86,,,MILLO0205_PFS_CAPBV.xml,,
MILST0485_T1,TAM,Yes,,,35,,,,,,,,,,,,,,,,,,
MILST0485_T2,TAG,Yes,,,31,,,,,,,,,,,,,,,,,,
MITA0614_T1,Dinaciclib,Yes,,,15,,,,,,,,,,,,,2.73,,,,,
MITA0614_T2,Capecitabine,Yes,,,15,,,,,,,,,,,,,4.17,,,,,
MOULD0210_T1,3-Hour,Yes,Yes,,107,14.2,,,,MOULD0210_OS_3-HOUR.XML,,,,,,,,3.8,,,MOULD0210_PFS_3.xml,,
MOULD0210_T2,96-Hour,Yes,Yes,,107,12.7,"HR 1.11 [0.80, 1.53] p=0.55",,,MOULD0210_96-HOUR.xml,,,,,,,,5,,,MOULD0210_PFS_96.xml,,
MOURI0177b_T1,Single drug,Yes,,,27,,,,,,,,,,,,,,,,,,
MOURI0177b_T2,Multiple drug,Yes,,,28,,,,,,,,,,,,,,,,,,
MOURI0180_T1,TAM,Yes,,,65,,,,,,,,,,,,,,,,,,
MOURI0180_T2,TAM + DES,Yes,,,57,,,,,,,,,,,,,,,,,,
MOURI0501_T1,Letrozole,Yes,,,455,34,,0.53,,,Survival update from MOURI0603,9.4,,,MOURI0501_TTP_L.xml,,,,,,,,
MOURI0501_T2,Tamoxifen,Yes,,,455,30,,,,,Survival update from MOURI0603,6,,,MOURI0501_TTP_T.xml,,,,,,,,
MOURI1280_T1,CMF,Yes,,,120,19,,,90,,,7,,,MOURI1280_TTP_CMF.xml,,,,,,,,
MOURI1280_T2,CMF + T,Yes,,,125,24,,0.006,90,,,14,,,MOURI1280_TTP_CMFT.xml,,,,,,,,
MOURIb1280_T1,TAM,Yes,,,46,,,,,,,,,,,,,,,,,,
MOURIb1280_T2,TAM + MPA,Yes,,,55,,,,,,,,,,,,,,,,,,
MROSS0193_T1,EPI,Yes,,,25,7.4,,,,MROSS0193_OS_EPI.xml,,,,,,,,,,,,,
MROSS0193_T2,EPI + VPL,Yes,,,26,8.9,,,,MROSS0193_OS_EPIVPL.xml,,,,,,,,,,,,,
MUSOL0217_T1,Fulvestrant + dovitinib,Yes,Yes,,47,,"HR 0.81 [0.39, 1.65]",,,MUSOL0217_OS_FD.xml,,,,,,,,5.5,"HR 0.68 [0.41, 1.14]",,MUSOL0217_PFS_FD.xml,,
MUSOL0217_T2,Fulvestrant + placebo,Yes,Yes,,50,25.9,,,,MUSOL0217_OS_FP.xml,,,,,,,,5.5,,,MUSOL0217_PFS_FP.xml,,
MUSS0385_T1,Megestrol Acetate,Yes,Yes,,69,25.7,,,47,MUSS0385_OS_M.xml,,7.7,,,MUSS0385_TTP_M.xml,,,,,,,,
MUSS0385_T2,Tamoxifen,Yes,Yes,,67,36,,0.12,37,MUSS0385_OS_T.xml,,7.7,,,MUSS0385_TTP_T.xml,,,,,,,,
MUSS0894_T1,Tamoxifen,Yes,,,91,23.8,,,75,MUSS0894_OS_MPA.xml,,,,,,,,,,,,,
MUSS0894_T2,MPA,Yes,,,91,33,,0.09,70,MUSS0894_STA_OS.xml,,,,,,,,,,,,,
MUSS1190_T1,Standard-dose,Yes,,,86,16.5,,,50,MUSS1190_OS_STA.xml,,,,,,,,,,,,,
MUSS1190_T2,High-dose,Yes,,,84,22.4,,0.04,39,MUSS1190_HIGH_OS.xml,,,,,,,,,,,,,
MUSS1277_T1,3 Drugs,Yes,,,38,,,,,,,,,,,,,,,,,,
MUSS1277_T2,5 Drugs,Yes,,,34,,,,,,,,,,,,,,,,,,
MUSS1282_T1,CMF,Yes,,,49,13.1,,,17,MUSS1282_os_cmf.xml,,,,,,,,,,,,,
MUSS1282_T2,VAC,Yes,,,51,10.9,,0.53,15,MUSS1282_OS_VAC.xml,,,,,,,,,,,,,
NABHD0696_T1,A,Yes,,,235,11.7,,0.321,135,NABHD0696_OS_A.xml,,4.2,,,,,,,,,,,
NABHD0696_T2,B,Yes,,,236,10.5,,,143,NABHD0696_OS_B.xml,,3,,,,,,,,,,,
NABHO0599_T1,Docetaxel,Yes,,,203,11.4,,0.0097,137,NABHO0599_os_doc.xml,,4.4,,,,,,,,,,,
NABHO0599_T2,MV,Yes,,,189,8.7,,,138,NABHO0599_os_mv.xml,,2.6,,,,,,,,,,,
NABHO1100_T1,Anastrozole 1 mg,Yes,,,170,,,,,,,11.1,,,NABHO1100_TTP_A.xml,,,,,,,,
NABHO1100_T2,Tamoxifen 20 mg,Yes,,,182,,,,,,,5.6,,,NABHO1100_TTP_T.xml,,,,,,,,
NABHT0303_T1,AC,Yes,,,215,21.7,,,176,,,7.4,,,NABHT0303_TTP_AC.xml,,,,,,,,
NABHT0303_T2,AT,Yes,,,214,22.5,,0.26,165,,,8.7,,,NABHT0303_TTP_AT.xml,,,,,,,,
NAMER0601_T1,FAC or FEC,Yes,Yes,,138,20,,0.27,,NAMER0601_FAC_OS.xml,,,,,,,,7,,,NAMER0601_PFS_F.xml,,
NAMER0601_T2,MV,Yes,Yes,,142,17,,,,NAMER0601_OS_MV.xml,,,,,,,,7,,,NAMER0601_PFS_MV.xml,,
NEIDH0586_T1,Doxorubicin,Yes,,,41,,,,,,,4.67,,,,,,,,,,,
NEIDH0586_T2,Mitoxantrone,Yes,,,49,,,,,,,3.63,,,,,,,,,,,
NEMOT0582_T1,CFP,Yes,Yes,,18,14.12,,,15,NEMOT0582_OS_CFP.xml,,8.57,,,NEMOT0582_TTP_CFP.xml,,,,,,,,
NEMOT0582_T2,CAF,Yes,Yes,,46,14.12,,,40,NEMOT0582_OS_CAF.xml,,,,,NEMOT0582_TTP_CAF.xml,,,,,,,,
NEMOT0582_T3,CA,Yes,Yes,,42,17.14,,,36,NEMOT0582_OS_CA.xml,,10.59,,,NEMOT0582_TTP_CA.xml,,,,,,,,
NEMOT0582_T4,CFP-CA,Yes,Yes,,20,19.16,,,16,NEMOT0582_OS_CFPCA.xml,,10.59,,,NEMOT0582_TTP_CFPCA.xml,,,,,,,,
NICHO0578_T1,TZT,Yes,,,17,3.4,,,,,,,,,,,,,,,,,
NICHO0578_T2,PRZF,Yes,,,17,3.7,,,,,,,,,,,,,,,,,
NIELS0600_T1,Epirubicin,Yes,Yes,,81,15.2,,,,NIELS0600_OS_E.xml,,8.6,,,NIELS0600_TTP_E.xml,,,,,,,,
NIELS0600_T2,Epirubicin + cisplatin,Yes,Yes,,74,20.6,,0.41,,NIELS0600_OS_EC.xml,,14.4,,,NIELS0600_TTP_EC.xml,,,,,,,,
NIELS0790_T1,Epirubicin,Yes,,,76,12,,,,NIELS0790_OS_E.xml,,6,,,,,,,,,,,
NIELS0790_T2,Epirubicin + vindesine,Yes,,,67,12,,,,NIELS0790_OS_EV.xml,,6,,,,,,,,,,,
NIELS1211_T1,Gemcitabine + Docetaxel,Yes,Yes,,170,19.7,"HR 0.94 [0.75, 1.18] p=0.57",,,NIELS1211_OS_GD.xml,,10.3,,,NIELS1211_TTP_GD.xml,,,,,,,,
NIELS1211_T2,Docetaxel,Yes,Yes,,167,17.9,,,,NIELS1211_OS_D.xml,,8.3,,,NIELS1211_TTP_D.xml,,,,,,,,
NOAUT0385_T1,CMF,Yes,,,82,,,,,,,,,,,,,,,,,,
NOAUT0385_T2,CMF+T,Yes,,,71,,,,,,,,,,,,,,,,,,
NOAUT0682_T1,CMFV,Yes,,,108,,,,,,,,,,,,,,,,,,
NOAUT0682_T2,CD,Yes,,,110,,,,,,,,,,,,,,,,,,
NOOIJ0303_T1,Continuation of CMF,Yes,Yes,,96,14,,,,NOOIJ0303_OS_C.xml,,5.2,,,,,,,,,NOOIJ0303_PFS_C.xml,,
NOOIJ0303_T2,No further treatment,Yes,Yes,,100,14.4,,0.77,,NOOIJ0303_OS_D.xml,,3.5,,,,,,,,,NOOIJ0303_PFS_D.xml,,
NORRS0600_T1,Arm 1,Yes,,,151,13.8,,,106,NORRS0600_OS_1.xml,,6.2,,,,,,,,,,,
NORRS0600_T2,Arm 2,Yes,,,149,14.4,,0.4,105,NORRS0600_OS_2.xml,,6.1,,,,,,,,,,,
OBRIE0304_T1,PLD,Yes,Yes,,254,21,,,,OBRIE0304_OS_P.xml,,,,,,,,6.9,,,OBRIE0304_PFS_P.xml,,
OBRIE0304_T2,Doxorubicin,Yes,Yes,,255,22,"HR 0.94 [0.74, 1.19]",,,OBRIE0304_OS_D.xml,,,,,,,,7.8,,,OBRIE0304_PFS_D.xml,,
OSBOR0311_T1,Tamoxifen + gefitinib,Yes,,,153,,,,,,TODO: search for follow-up survival analyses,,,,,,,10.9,,,OSBOR0311_PFS_GT.xml,,
OSBOR0311_T2,Tamoxifen + placebo,Yes,,,136,,,,,,TODO: search for follow-up survival analyses,,,,,,,8.8,,,OSBOR0311_PFS_PT.xml,,
OSBOR0702_T1,Fulvestrant 250 mg,Yes,,,206,,,,,,TODO: search for follow-up survival analyses,5.4,,,OSBOR0702_TTP_F.xml,,,,,,,,
OSBOR0702_T2,Anastrozole 1 mg/d,Yes,,,194,,,,,,TODO: search for follow-up survival analyses,3.4,,,OSBOR0702_TTP_A.xml,,,,,,,,
OSHAU0111_T1,Gemcitabine-Carboplatin and Iniparib,Yes,Yes,,61,12.3,"HR 0.57 [0.36, 0.90] p=0.01",,,OSHAU0111_OS_GI.xml,,,,,,,,5.9,,,OSHAU0111_PFS_GI.xml,,
OSHAU0111_T2,Gemcitabine-Carboplatin Alone,Yes,Yes,,62,7.7,,,,OSHAU0111_OS_GA.xml,,,,,,,,3.6,,,OSHAU0111_PFS_GA.xml,,
OSHAU0116_T1,E,Yes,,,102,,,,,,,,,,,,,3.7,,,OSHAU0116_PFS_E.xml,,
OSHAU0116_T2,AA,Yes,,,89,,,,,,,,,,,,,3.7,,,OSHAU0116_PFS_AA.xml,,
OSHAU0116_T3,AAE,Yes,,,106,,,,,,,,,,,,,4.5,,,OSHAU0116_PFS_AAE.xml,,
OSHAU0602_T1,Capecitabine / Docetaxel,Yes,Yes,,255,14.5,"HR 0.775 [0.634, 0.947] p=0.0126",,,OSHAU0602_OS_C.xml,,6.1,,,OSHAU0602_TTP_C.xml,,,,,,,,
OSHAU0602_T2,Docetaxel,Yes,Yes,,256,11.5,,,,OSHAU0602_OS_D.xml,,4.2,,,OSHAU0602_TTP_D.xml,,,,,,,,
OSHAU0901_T1,Capecitabine,Yes,Yes,,61,19.6,,,,OSHAU0901_OS_C.xml,,4.1,,,OSHAU0901_TTP_C.xml,,,,,,,,
OSHAU0901_T2,CMF,Yes,Yes,,32,17.2,,,,OSHAU0901_OS_CM.xml,,3,,,OSHAU0901_TTP_CM.xml,,,,,,,,
OSHAU1214_T1,Gemcitabine and Carboplatin,Yes,,,258,11.1,,,,,,,,,,,,4.1,,,,,
OSHAU1214_T2,"Gemcitabine, Carboplatin, and Iniparib",Yes,,,261,12.2,"HR 0.85 [0.69, 1.04] p=0.1114",,,,,,,,,,,5.1,,,,,
PACIL0506_T1,ED,Yes,Yes,,26,18,,,15,PACIL0506_OS_ED.xml,Converted from 1-sided to 2-sided p-value,9,,,,,,,,,PACIL0506_OS_ED.xml,,
PACIL0506_T2,D,Yes,Yes,,25,21,,0.7188,15,PACIL0506_OS_D.xml,Converted from 1-sided to 2-sided p-value,11,,,,,,,,,PACIL0506_OS_D.xml,,
PACIN0500_T1,FEC,Yes,,,79,19,,,,,No KM for each arm individually,9,,,,,,,,,,,
PACIN0500_T2,EM,Yes,,,81,19,,,,,No KM for each arm individually,9,,,,,,,,,,,
PACIN0500_T3,LFEC,Yes,,,74,21,,,,,No KM for each arm individually,10,,,,,,,,,,,
PACIN0500_T4,LEM,Yes,,,74,21,,,,,No KM for each arm individually,10,,,,,,,,,,,
PAGAN0217_T1,Arm A,Yes,Yes,,86,35.6,,0.55,,PAGAN0217_OS_A.xml,,3.7,HR 2.1,,PAGAN0217_TTP_A.xml,,,,,,,,
PAGAN0217_T2,Arm B,Yes,Yes,,87,36.3,,,,PAGAN0217_OS_B.xml,,10.3,,,PAGAN0217_TTP_B.xml,,,,,,,,
PAJK0408_T1,Capecitabine,Yes,,,23,9.3,,,,,,,,,,,,2.8,,,,,
PAJK0408_T2,Vinorelbine,Yes,,,24,11,,,,,,,,,,,,2.6,,,,,
PALLI0512_T1,VG,Yes,Yes,,74,20.4,,,,PALLI0512_OS_VG.xml,,,,,,,,5.4,,,PALLI0512_PFS_VG.xml,,
PALLI0512_T2,Cap,Yes,Yes,,74,22.4,,0.319,,PALLI0512_OS_C.xml,,,,,,,,5.2,,,PALLI0512_PFS_C.xml,,
PALMI1112_T1,Docetaxel,Yes,Yes,,18,7.93,,0.388,,PALMI1112_OS_D.xml,,2.43,,,PALMI1112_TTP_D.xml,,,,,,,,
PALMI1112_T2,Vinorelbine,Yes,Yes,,18,4.95,,,,PALMI1112_OS_V.xml,,1.77,,,PALMI1112_TTP_V.xml,,,,,,,,
PANNU0180_T1,MAP/1,Yes,,,21,,,,,,11+ months MOS,,,,,,,,,,,,
PANNU0180_T2,TMX/1,Yes,,,20,,,,,,11+ months MOS,,,,,,,,,,,,
PANNU0479_T1,MAP/1500,Yes,,,50,,,0.04263,,PANNU0479_OS_1500.xml,,,,,,,,,,,,,
PANNU0479_T2,MAP/500,Yes,,,50,20.9,,,,PANNU0479_OS_500.xml,,,,,,,,,,,,,
PANNU0884b_T1,CMF,Yes,,,23,18,,,,PANNU0884b_OS_C.xml,,,,,,,,,,,,,
PANNU0884b_T2,R 14,Yes,,,23,14,,0.552,,PANNU0884b_OS_R.xml,,,,,,,,,,,,,
PAPAD0309_T1,Docetaxel,Yes,Yes,,30,28,,0.41,,PAPAD0309_OS_D.xml,,5.8,,,PAPAD0309_TTP_D.xml,,,,,,,,
PAPAD0309_T2,Docetaxel + gemcitabine,Yes,Yes,,39,14,,,,PAPAD0309_OS_DG.xml,,6.3,,,PAPAD0309_TTP_DG.xml,,,,,,,,
PARID0303_T,Alternating regimen (ATATATAT),Yes,,,51,20,,,,PARID0903_OS_A.xml,,9.1,,,,,,,,,,,
PARID0903_T1,Exemestane,Yes,,,61,,,,,,,,,,,,,,,,,,
PARID0903_T2,Tamoxifen,Yes,,,59,,,,,,,,,,,,,,,,,,
PARID0986_T1,IM arm,Yes,,,41,7,,,,,,,,,,,,,,,,,
PARID0986_T2,Oral arm,Yes,,,37,11,,,,,,,,,,,,,,,,,
PARIT0200_T1,Paclitaxel,Yes,Yes,,166,15.6,,,,PARIT0200_OS_P.xml,,,,,,,,3.9,,,PARIT0200_PFS_P.xml,,
PARIT0200_T2,Doxorubicin,Yes,Yes,,165,18.3,,0.3813,,PARIT0200_OS_D.xml,,,,,,,,7.5,,,PARIT0200_PFS_D.xml,,
PARK0513_T1,Maintenance,Yes,Yes,,116,32.3,"HR 0.65 [0.42, 0.99] p=0.047",,,PARK0513_OS_M.xml,,,,,,,,7.5,,,PARK0513_PFS_M.xml,,
PARK0513_T2,Observation,Yes,Yes,,115,23.5,,,,PARK0513_OS_O.xml,,,,,,,,3.8,,,PARK0513_PFS_O.xml,,
PARK1010_T1,GV arm,Yes,,,41,10.6,,0.436,38,PARK1010_OS_G.xml,,,,,,,,,,,,,
PARK1010_T2,G -> V arm,Yes,,,40,8.9,,,38,PARK1010_OS_S.xml,,,,,,,,,,,,,
PARK1117_T1,EG,Yes,Yes,,59,21.2,,,,PARK1117_OS_E.xml,,,,,,,,9.6,,,PARK1117_PFS_E.xml,,
PARK1117_T2,PG,Yes,Yes,,59,,"HR 0.57 [0.23, 1.45] p=0.240",,,PARK1117_OS_P.xml,,,,,,,,12.6,"HR 0.84 [0.53, 1.33] p=0.457",,PARK1117_PFS_P.xml,,
PARNE0503_T1,CAF Alone,Yes,,,120,20.7,,,111,PARNE0503_OS_C.xml,,,,,,,,,,,,,
PARNE0503_T2,CAF + LV,Yes,,,121,20.7,,0.8681,110,PARNE0503_OS_CL.xml,,,,,,,,,,,,,
PARVI0585_T1,DC regimen,Yes,,,47,,,,,,,,,,,,,,,,,,
PARVI0585_T2,CMFVP regimen,Yes,,,55,,,,,,,,,,,,,,,,,,
PATER0180_T1,CMF,Yes,,,45,,,,,,No KM with two groups in full population,,,,,,,,,,,,
PATER0180_T2,CMF + Levamisole,Yes,,,45,21,,,,,No KM with two groups in full population,,,,,,,,,,,,
PAVES0395_T1,FEC,Yes,Yes,,78,19,,0.343,54,PAVES0395_OS_FE.xml,,8.5,,,PAVES0395_TTP_FE.xml,,,,,,,,
PAVES0395_T2,FNC,Yes,Yes,,74,15.5,,,56,PAVES0395_OS_FN.xml,,7.5,,,PAVES0395_TTP_FN.xml,,,,,,,,
PEREZ0117_T1,Trastuzumab + Taxane,Yes,,,365,,,,,,,,,,,,,13.7,,,PEREZ0117_PFS_TT.xml,,
PEREZ0117_T2,T-DM1,Yes,,,367,,"HR 0.86 [0.64, 1.16]",,,,,,,,,,,14.1,"HR 0.91 [0.73, 1.13] p=0.31",,PEREZ0117_PFS_T.xml,,
PEREZ0117_T3,T-DM1 + Pertuzumab,Yes,,,363,,"HR 0.82 [0.61, 1.11]",,,,,,,,,,,15.2,"HR 0.87 [0.69, 1.08] p=0.14",,PEREZ0117_PFS_TP.xml,,
PEREZ0704_T1,Irinotecan Weekly,Yes,,,52,9.7,,,,PEREZ0704_weekly_OS.xml,,,,,,,,2.8,,,,,
PEREZ0704_T2,Irinotecan Every 3 Weeks,Yes,,,51,8.6,,,,PEREZ0704_every3weeks_OS.xml,,,,,,,,1.9,,,,,
PEREZ0794_T1,Formestane,Yes,,,203,34.73,,,,PEREZ0794_OS_F.xml,,7.1,,,,,,,,,,,
PEREZ0794_T2,Tamoxifen,Yes,,,206,38.07,,0.73,,PEREZ0794_OS_T.xml,,9.8,,,,,,,,,,,
PEREZ1115_T1,Etirinotecan pegol,Yes,Yes,,429,12.4,,,,PEREZ1115_OS_E.xml,,,,,,,,2.4,,,PEREZ1115_PFS_E.xml,,
PEREZ1205_T1,Every 3 Weeks,Yes,,,43,27.6,,,23,PEREZ1205_every3weeks_OS.xml,,,,,,,,9.9,,,,,
PEREZ1205_T2,Weekly,Yes,,,48,38.4,,,21,PEREZ1205_weekly_OS.xml,,,,,,,,14.7,,,,,
PEREZ1291_T1,Doxorubicin,Yes,,,69,12,,0.47,,PEREZ1291_OS_D.xml,,,,,,,,,,,,,
PEREZ1291_T2,Epirubicin,Yes,,,72,10,,,,PEREZ1291_OS_E.xml,,,,,,,,,,,,,
